date,page_title,avg_page_load_time
2020-01-27,Search SEVEN FALLS CHARDONNAY | Proof by Southern Glazer's,1425.5
2020-01-27,BAREFOOT WHITE ZINFANDEL CALIFORNIA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2594
2020-01-25,Search BOURBON | Proof by Southern Glazer's,2303
2020-01-25,HIRAM WALKER PEACH FLAVORED BRANDY 60 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,4566
2020-01-25,AMARULA CREAM LIQUEUR & AMARULA FRUIT 34 W/ 2 GLASSES | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,4117
2020-01-25,DEKUYPER CREME DE CACAO DARK 48 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,3380
2020-01-25,Shot Glass | Drinkware | More | Proof by Southern Glazer's,1611
2020-01-13,Search HIBIKI | Proof by Southern Glazer's,1766.5
2020-01-13,Search BACARDI RUM | Proof by Southern Glazer's,2045.5
2020-01-13,MR. BOSTON AMARETTO 30 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,3511
2020-01-13,Search PBR | Proof by Southern Glazer's,2382
2020-01-13,Search HEAVEN HILL | Proof by Southern Glazer's,2436
2020-01-13,Search BEX RIESLING | Proof by Southern Glazer's,3264
2020-01-13,Search KENDALL JACKSON CHARDONNAY VINTNER S RESERVE CALIFORNIA | Proof by Southern Glazer's,2063.5
2020-01-13,ILLY COFFEE DARK ROAST WHOLE BEAN 7179 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,4577
2020-01-13,CAMPO VIEJO RIOJA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,923
2020-01-13,Search SEA 7 CROWN | Proof by Southern Glazer's,1922
2020-01-13,Search DEKUYPER | Proof by Southern Glazer's,2436
2020-01-13,Search MARASCHINO LIQUOR | Proof by Southern Glazer's,1605
2020-01-13,JEFFERSON'S STRAIGHT BOURBON VERY SMALL BATCH 82.3 W/ FLAG GIFT BAG | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1825
2020-01-10,CROWN ROYAL PEACH FLAVORED WHISKY 70 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1963
2020-01-10,HAVANA CLUB AGED RUM ANEJO CLASICO 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1730
2020-01-10,CALICO JACK COCONUT FLAVORED RUM 42 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1642
2020-01-10,Search RED STAG | Proof by Southern Glazer's,1649
2020-01-10,BELUGA VODKA NOBLE EXPORT 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2474
2020-01-17,Search FRANGELICO | Proof by Southern Glazer's,1669
2020-01-17,KETEL ONE VODKA 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2231
2020-01-17,Search BACARDI | Proof by Southern Glazer's,2154
2020-01-17,MEIOMI PINOT NOIR CALIFORNIA 2017 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,3000
2020-01-06,Search BEEFEATER | Proof by Southern Glazer's,3457.5
2020-01-06,SUTTER HOME PINOT GRIGIO CALIFORNIA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1165
2020-01-06,GRAN MORAINE PINOT NOIR ROSE YAMHILL CARLTON DISTRICT 2018 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1414
2020-01-06,SIERRA NEVADA PALE ALE | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,3247
2020-01-06,Storage & Serving Equipment | More | Proof by Southern Glazer's,1995
2020-01-06,Search TITO S | Proof by Southern Glazer's,11957
2020-01-06,Search JOSH CAB | Proof by Southern Glazer's,3713
2020-01-06,Search 393543 | Proof by Southern Glazer's,884
2020-01-06,Search ABSOLUTE MANDARIN | Proof by Southern Glazer's,1825
2020-01-06,Search ANGEL | Proof by Southern Glazer's,2743
2020-01-06,SOMBRA MEZCAL ARTESANAL JOVEN 90 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1767
2020-01-06,Search 926179 | Proof by Southern Glazer's,7031
2020-01-06,Search 55930 | Proof by Southern Glazer's,1689
2020-01-23,LUIGI RIGHETTI VALPOLICELLA CLASSICO SUPERIORE RIPASSO CAMPOLIETI | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,957
2020-01-23,FAR NIENTE CHARDONNAY NAPA VALLEY 2017 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1202
2020-01-23,Search GRENADINE | Proof by Southern Glazer's,1544
2020-01-23,Search COPPOLA | Proof by Southern Glazer's,4038
2020-01-23,Search FIRE FLY | Proof by Southern Glazer's,2225
2020-01-23,Search 292540 | Proof by Southern Glazer's,1215
2020-01-23,Search SEEDLIP | Proof by Southern Glazer's,933
2020-01-02,MEZZACORONA PINOT GRIGIO VIGNETI DELLE DOLOMITI | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1808
2020-01-02,Search CAYMUS | Proof by Southern Glazer's,2338
2020-01-02,Search 915945 | Proof by Southern Glazer's,1704
2020-01-02,D'USSE COGNAC VSOP 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,738
2020-01-02,Search GLENMORANGIE | Proof by Southern Glazer's,2458.5
2020-01-02,Search 148556 | Proof by Southern Glazer's,1783
2020-01-02,COURVOISIER COGNAC XO 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,4758
2020-01-02,Search SKYYORANGE | Proof by Southern Glazer's,1985
2020-01-02,Champagne & Sparkling | Wine Types | Wine | Proof by Southern Glazer's,1533
2020-01-02,Search CROWN ROYAL SALTED | Proof by Southern Glazer's,2270.666666666667
2020-01-02,Search NEW BELGIUM | Proof by Southern Glazer's,1960
2020-01-01,Search HORNITOS TEQUILA PLATA 80 | Proof by Southern Glazer's,5569
2020-01-01,Search 100 PIPERS | Proof by Southern Glazer's,2133
2020-01-01,MAKER'S MARK STRAIGHT BOURBON 90 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,861
2020-01-01,Search JIM BEAM | Proof by Southern Glazer's,2276.6666666666665
2020-01-16,Search JUAREZ TEQUILA SILVER 80 | Proof by Southern Glazer's,1992
2020-01-16,Search ORGANIC | Proof by Southern Glazer's,1290.25
2020-01-16,Search DA VINCI CHIANTI | Proof by Southern Glazer's,8774
2020-01-14,Search TAKETSURU PURE MALT | Proof by Southern Glazer's,3441
2020-01-14,Spirits | Proof by Southern Glazer's,4762.074074074076
2020-01-14,Search BASIL RYE | Proof by Southern Glazer's,3208
2020-01-14,Search CLUB SODA | Proof by Southern Glazer's,1591
2020-01-14,Search WILD TURKEY MASTERS KEEP | Proof by Southern Glazer's,1613
2020-01-14,Search MASTERS KEEP | Proof by Southern Glazer's,1283
2020-01-14,Search ORANGE WINE | Proof by Southern Glazer's,4816
2020-01-14,Search 9998 | Proof by Southern Glazer's,4109
2020-01-14,Search COURVOISIER | Proof by Southern Glazer's,4244
2020-01-14,Search BELVEDERE VODKA 80 | Proof by Southern Glazer's,1395
2020-01-14,JIM BEAM STRAIGHT BOURBON 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1406
2020-01-29,SEAGRAM'S BLENDED AMERICAN WHISKEY 7 CROWN 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,4861
2020-01-29,Search ROEDERER | Proof by Southern Glazer's,2488
2020-01-29,Search WILLETT | Proof by Southern Glazer's,2312
2020-01-29,Search FREI BROTHERS | Proof by Southern Glazer's,2094
2020-01-29,Ale | Types | Beer & Other | Proof by Southern Glazer's,1286.125
2020-01-29,Search 410403 | Proof by Southern Glazer's,1290
2020-01-29,AVERNA AMARO 58 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,9436
2020-01-29,Search REDEMPTION RYE WHISKEY 92 | Proof by Southern Glazer's,4219
2020-01-29,OUZO 12 OUZO 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1099
2020-01-29,United States | Countries | Spirits | Proof by Southern Glazer's,1023
2020-01-29,Search SKY | Proof by Southern Glazer's,1574
2020-01-29,RARE WINES RARE RED BLEND CALIFORNIA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1606
2020-01-29,MAKER'S MARK MINT JULEP COCKTAIL 66 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,820
2020-01-29,Coffee & Tea | Non-alcoholic Beverages | More | Proof by Southern Glazer's,2761
2020-01-31,Search D'USSE COGNAC VSOP | Proof by Southern Glazer's,4194.5
2020-01-31,Search WHISTLE PIG | Proof by Southern Glazer's,1638
2020-01-31,ROBERT MONDAVI WINERY MERLOT NAPA VALLEY 2017 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1482.3333333333333
2020-01-31,GRAND MARNIER COGNAC & ORANGE LIQUEUR CORDON ROUGE 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1583
2020-01-31,THE GLENLIVET SINGLE MALT SCOTCH 12 YR 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,5922
2020-01-31,Search NONINO | Proof by Southern Glazer's,2147
2020-01-31,Search 10462 | Proof by Southern Glazer's,1235
2020-01-31,Search 912400 | Proof by Southern Glazer's,1164
2020-01-31,Wheat Beer | Types | Beer & Other | Proof by Southern Glazer's,3845
2020-01-31,AVIATION AMERICAN GIN BATCH DISTILLED 84 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,914
2020-01-31,Search CULLEN RED WINE MARGARET RIVER 2018 | Proof by Southern Glazer's,1977
2020-01-08,Search SIMI CABERNET | Proof by Southern Glazer's,2165.3333333333335
2020-01-08,PUSSER'S PAINKILLER MIX | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,3741
2020-01-08,GREY GOOSE VODKA 80 W/ MARTINI GLASS | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2568
2020-01-08,PATRON TEQUILA SILVER 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1847.7142857142858
2020-01-08,Search JORDAN | Proof by Southern Glazer's,1632
2020-01-08,Search AGAVE NECTAR | Proof by Southern Glazer's,1953
2020-01-08,Search COLUMBIA RED | Proof by Southern Glazer's,2197
2020-01-08,Search EVAN WILLIAMS 200ML | Proof by Southern Glazer's,2110
2020-01-08,Search WOODBRIDGE | Proof by Southern Glazer's,3339
2020-01-08,Search DEKUYPER TRIPLE SEC | Proof by Southern Glazer's,4357
2020-01-08,Search 40 CREEK | Proof by Southern Glazer's,7087
2020-01-08,GOSLING'S GINGER BEER STORMY DIET | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2327
2020-01-08,Chardonnay | Varietals | Wine | Proof by Southern Glazer's,2287
2020-01-08,NOILLY PRAT VERMOUTH SWEET | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1675
2020-01-11,Search SAMMY S BEACH BAR | Proof by Southern Glazer's,1414
2020-01-11,Search CONNEMARA | Proof by Southern Glazer's,2244
2020-01-11,Search APEROL | Proof by Southern Glazer's,1349
2020-01-11,Search BROQUEL | Proof by Southern Glazer's,1481
2020-01-11,Search 412038 | Proof by Southern Glazer's,1968
2020-01-07,Proof by Southern Glazer's,3534.6706382978764
2020-01-07,CROWN ROYAL CANADIAN WHISKY FINE DELUXE 80 W/ NFL JERSEY BAG & JERSEY | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1556
2020-01-07,Search JAGERMEISTER | Proof by Southern Glazer's,1699.6666666666663
2020-01-07,Search CROWN ROYAL APPLE | Proof by Southern Glazer's,2317
2020-01-07,Search MERF CHARDONNAY | Proof by Southern Glazer's,5505
2020-01-07,Search AUCHENTOSHAN | Proof by Southern Glazer's,1260
2020-01-07,Search ABSENTE | Proof by Southern Glazer's,1632
2020-01-07,ARANDAS TEQUILA ORO 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,4431.5
2020-01-07,Search EVAN WILLIAMS HONEY | Proof by Southern Glazer's,2105
2020-01-07,Search SAUZA AGUA FUERTE | Proof by Southern Glazer's,4957
2020-01-07,Hard Cider | Types | Beer & Other | Proof by Southern Glazer's,1532
2020-01-07,Search GEYSER PEAK | Proof by Southern Glazer's,2763
2020-01-07,Soft Drinks | Non-alcoholic Beverages | More | Proof by Southern Glazer's,2050
2020-01-07,PERRIER SPARKLING MINERAL WATER | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1097.5
2020-01-07,Search GORDONS | Proof by Southern Glazer's,3425
2020-01-07,APEROL APERITIVO 22 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1350
2020-01-07,Search DOROTHY PARKER | Proof by Southern Glazer's,1635
2020-01-07,Search NEWPORT AMARETTO 25 | Proof by Southern Glazer's,2752
2020-01-04,Search HENDRICK S DRY GIN HENDRICKS MIDSUMMER SOLSTICE 86.8 | Proof by Southern Glazer's,5106
2020-01-04,RIEDEL WINE DECANTER MAMBA 1950/19 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1068
2020-01-04,Search PATRON 1.75 | Proof by Southern Glazer's,3521
2020-01-21,GRAND MARNIER COGNAC & ORANGE LIQUEUR CORDON ROUGE 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,5765.5
2020-01-21,Search WINDSOR | Proof by Southern Glazer's,3265
2020-01-21,Search HOURGLASS MERLOT | Proof by Southern Glazer's,1819.5
2020-01-21,Search FRANZIA SAUVIGNON BLANC | Proof by Southern Glazer's,21437
2020-01-21,Search DEWARS | Proof by Southern Glazer's,3073
2020-01-21,Search 933749 | Proof by Southern Glazer's,2828
2020-01-21,BADOIT SPARKLING NATURAL MINERAL WATER | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1317
2020-01-21,COOK'S SPUMANTE CHAMPAGNE CALIFORNIA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1135
2020-01-21,Search MOGEN DAVID CONCORD NEW YORK | Proof by Southern Glazer's,3540
2020-01-21,Search HIBIKI | Proof by Southern Glazer's,2977
2020-01-21,ARROW TRIPLE SEC 15 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,963
2020-01-21,Search PLANTATION | Proof by Southern Glazer's,1181
2020-01-21,WILD TURKEY STRAIGHT BOURBON 81 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1230
2020-01-21,Search RUFFINO LUMINA | Proof by Southern Glazer's,1433.8
2020-01-05,Search BACARDI | Proof by Southern Glazer's,2478
2020-01-05,GATO NEGRO MALBEC MENDOZA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1314
2020-01-05,ABSOLUT VODKA 80 CITY SERIES NOVEMBER LABEL | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1420
2020-01-05,Search 930708 | Proof by Southern Glazer's,1774
2020-01-30,Search 3 GENERATIONES ANEJO | Proof by Southern Glazer's,2903
2020-01-30,MIONETTO GRAN ROSE EXTRA DRY PRESTIGE COLLECTION ITALY | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1297
2020-01-30,Search ESCARPMENT | Proof by Southern Glazer's,1929
2020-01-30,Search DOM | Proof by Southern Glazer's,2118
2020-01-30,FRANZIA CHILLABLE RED HOUSE FAVORITES INTERNATIONAL | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1354
2020-01-30,Search PARROT BAY | Proof by Southern Glazer's,2571
2020-01-30,Search JIM BEAM DOUBLE OAK | Proof by Southern Glazer's,4611
2020-01-30,Search VO | Proof by Southern Glazer's,1258
2020-01-30,THE LITTLE PENGUIN CABERNET SAUVIGNON AMERICAN | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1083
2020-01-20,BACARDI LIGHT RUM SUPERIOR 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1186.0833333333335
2020-01-20,MCCORMICK VANILLA FLAVORED VODKA 60 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,3412
2020-01-20,Search 442533 | Proof by Southern Glazer's,1342
2020-01-20,Search DUSEE | Proof by Southern Glazer's,2342
2020-01-20,Search SAUZA | Proof by Southern Glazer's,2601.6
2020-01-20,Search FLOP FLIP | Proof by Southern Glazer's,2445
2020-01-20,Search CROWNB | Proof by Southern Glazer's,4028
2020-01-20,Albarino | Varietals | Wine | Proof by Southern Glazer's,1504
2020-01-20,Search BACARDI LIMON | Proof by Southern Glazer's,2074
2020-01-20,Search 94885 | Proof by Southern Glazer's,1099
2020-01-20,Search 157604 | Proof by Southern Glazer's,13064
2020-01-20,Search BOTA BOX CHARD | Proof by Southern Glazer's,3161
2020-01-20,Search BOLS | Proof by Southern Glazer's,1921
2020-01-20,Search JIM BEAM BRANDS CO | Proof by Southern Glazer's,1770.5
2020-01-12,BAREFOOT BUBBLY MOSCATO SPUMANTE CALIFORNIA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1243
2020-01-12,Search CASAMIGOS ANEJO | Proof by Southern Glazer's,1940
2020-01-12,Dessert & Fortified | Wine Types | Wine | Proof by Southern Glazer's,1949
2020-01-12,Search FILTHY | Proof by Southern Glazer's,1011
2020-01-12,ALAMOS RED BLEND MENDOZA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,3352
2020-01-12,KAHLUA COFFEE LIQUEUR THE ORIGINAL 40 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1545
2020-01-12,CROWN ROYAL CANADIAN WHISKY FINE DE LUXE 80 W/ 2 GLASSES | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,980
2020-01-09,Search JAGER CHILLER | Proof by Southern Glazer's,1675
2020-01-09,Search PAUL | Proof by Southern Glazer's,2864
2020-01-09,Champagne & Sparkling | Wine Types | Wine | Proof by Southern Glazer's,1206.5
2020-01-09,BASIL HAYDEN'S RYE WHISKEY EXCLUSIVE RELEASE 2017 RELEASE 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1024
2020-01-09,Search PERRY | Proof by Southern Glazer's,1924
2020-01-09,Search FONTANAFREDDA | Proof by Southern Glazer's,3566
2020-01-09,Search IL BRUCIATO | Proof by Southern Glazer's,3355
2020-01-09,Search SKYY CITRUS | Proof by Southern Glazer's,3248
2020-01-09,Search JACK DANIEL S | Proof by Southern Glazer's,4997
2020-01-09,Search CHARTREUSE | Proof by Southern Glazer's,2062
2020-01-09,D'USSE COGNAC VSOP 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1069.4
2020-01-09,Search 15804 | Proof by Southern Glazer's,1440
2020-01-09,BOUTARI OUZO 90 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1188
2020-01-09,Search GRAND MARNIER COGNAC | Proof by Southern Glazer's,1976
2020-01-15,Search Results List Page | Proof by Southern Glazer's,2958.403773584907
2020-01-15,Search BOUNAHABAIN | Proof by Southern Glazer's,1118
2020-01-15,Search CYNAR | Proof by Southern Glazer's,2482.3333333333335
2020-01-15,Search CAK | Proof by Southern Glazer's,2107
2020-01-15,Search TRAPICHE | Proof by Southern Glazer's,3616
2020-01-15,Search ON THE ROCS | Proof by Southern Glazer's,5272
2020-01-15,Search IPA BEERS | Proof by Southern Glazer's,2035
2020-01-15,Search CAMPARI\ | Proof by Southern Glazer's,3398
2020-01-15,Search FIJI | Proof by Southern Glazer's,2464
2020-01-15,Search CAMPARI | Proof by Southern Glazer's,1962
2020-01-15,Search BENCHMARK | Proof by Southern Glazer's,1256
2020-01-15,Search MIDORI MELON LIQUEUR 40 | Proof by Southern Glazer's,1808
2020-01-15,WOODBRIDGE ROSE WINE CALIFORNIA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1435.8
2020-01-22,Search CROWN ROYAL APPLE FLAVORED WHISKY REGAL APPLE 70 | Proof by Southern Glazer's,7747.5
2020-01-22,HAKUTSURU JUNMAI SAKE DRAFT | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2298
2020-01-22,Search AVA GRACE VINEYARDS | Proof by Southern Glazer's,2743.5
2020-01-22,Search DONA PAULA MALBEC | Proof by Southern Glazer's,10804
2020-01-22,Search MARSALA | Proof by Southern Glazer's,2371
2020-01-22,Search FORDS GIN | Proof by Southern Glazer's,3232
2020-01-22,COURVOISIER COGNAC VS 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2109.3333333333335
2020-01-22,ROBERT MONDAVI WINERY FUME BLANC RESERVE TO KALON VINEYARD NAPA VALLEY 2015 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1682
2020-01-22,SUTTER HOME CHARDONNAY CALIFORNIA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2532.5
2020-01-22,Search FETZER | Proof by Southern Glazer's,3367
2020-01-22,PINNACLE VANILLA FLAVORED VODKA 70 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1323
2020-01-22,CAZADORES TEQUILA REPOSADO 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1924
2020-01-22,Search SAMUEL SMITH | Proof by Southern Glazer's,3281
2020-01-22,Search JACK DANIEL S | Proof by Southern Glazer's,1986
2020-01-22,Search JOSH | Proof by Southern Glazer's,1565.6
2020-01-22,Search WHISPERING ANGE | Proof by Southern Glazer's,2450
2020-01-22,Search 312802 | Proof by Southern Glazer's,1491
2020-01-22,ORIN SWIFT 75864 MILES CALIFORNIA 2017 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1054
2020-01-22,Search CLOSE OUT | Proof by Southern Glazer's,4352
2020-01-22,ST GERMAIN ELDERFLOWER LIQUEUR 40 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1143
2020-01-22,Search VODKA 1L | Proof by Southern Glazer's,1344
2020-01-22,Search WHISTLE PIG | Proof by Southern Glazer's,1517
2020-01-18,Margarita Mix | Cocktail Mixers | More | Proof by Southern Glazer's,1372
2020-01-18,Lager | Types | Beer & Other | Proof by Southern Glazer's,1057
2020-01-18,Spirits | Proof by Southern Glazer's,3949.1428571428564
2020-01-18,THE GLENLIVET SINGLE MALT SCOTCH 12 YR 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,997.5
2020-01-18,Search HAVANA CLUB | Proof by Southern Glazer's,2217
2020-01-18,Search VODKA. | Proof by Southern Glazer's,1530
2020-01-18,Search MIRASSOU MERLOT | Proof by Southern Glazer's,2805
2020-01-26,Search JAMESON BLENDED IRISH WHISKEY 80 | Proof by Southern Glazer's,2053.3333333333335
2020-01-26,CAPTAIN MORGAN SPICED RUM ORIGINAL 70 W/ 1-50ML CAPTAIN MORGAN SPICED RUM 100 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1943
2020-01-26,FATTORIA ALDOBRANDESCA MALBEC DI TOSCANA VIE CAVE 2017 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1993
2020-01-26,Search GOOSE | Proof by Southern Glazer's,1873
2020-01-26,Search LAPHROIG SCOTCH | Proof by Southern Glazer's,1598
2020-01-26,Pinot Noir | Varietals | Wine | Proof by Southern Glazer's,1643.5
2020-01-28,Search TIPPY COW | Proof by Southern Glazer's,5759
2020-01-28,AMARULA VANILLA SPICE CREAM LIQUEUR & AMARULA FRUIT 31 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1478
2020-01-28,Search VINHO VERDE | Proof by Southern Glazer's,4420
2020-01-28,OLD GRAND DAD STRAIGHT BOURBON BOTTLED IN BOND 100 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1024
2020-01-28,Search TITO S VODKA 80 | Proof by Southern Glazer's,1745
2020-01-28,Search ILLEGAL | Proof by Southern Glazer's,2019
2020-01-28,Search RELAX RIESLING MOSEL | Proof by Southern Glazer's,5065.5
2020-01-28,Search CRWON | Proof by Southern Glazer's,2399
2020-01-28,Search 323282 | Proof by Southern Glazer's,1142
2020-01-28,Search APERITIVO SELECT 1920 | Proof by Southern Glazer's,3645
2020-01-28,Search BOSCARELLI | Proof by Southern Glazer's,2275
2020-01-28,GOSLING'S GINGER BEER STORMY | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,999
2020-01-28,Search VEUVE CLIQUOT | Proof by Southern Glazer's,1691
2020-01-28,Search MENAGE | Proof by Southern Glazer's,2673
2020-01-28,JEFFERSON'S STRAIGHT BOURBON RESERVE VERY SMALL BATCH 90.2 W/ GIFT TIN | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,725.3333333333334
2020-01-03,Search AT EMILLION | Proof by Southern Glazer's,2352
2020-01-03,Countries & States | Wine | Proof by Southern Glazer's,2921
2020-01-03,Wine | Proof by Southern Glazer's,10365.75
2020-01-03,Search BLACK HORSE | Proof by Southern Glazer's,3724
2020-01-03,Gin | Type | Spirits | Proof by Southern Glazer's,4316
2020-01-03,Search SAUTERNES | Proof by Southern Glazer's,1757
2020-01-03,Search HENDRICK S | Proof by Southern Glazer's,1207.5
2020-01-03,CRAIGELLACHIE SINGLE MALT SCOTCH 23 YR 92 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1447
2020-01-19,RUMCHATA CREAM LIQUEUR HORCHATA CON RUM 27.5 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1241
2020-01-19,Search CUPCAKE | Proof by Southern Glazer's,1790
2020-01-19,BURNETT'S VODKA 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1855
2020-01-24,Search 906068 | Proof by Southern Glazer's,1510
2020-01-24,HORNITOS TEQUILA REPOSADO 80 W/ 2 ROCKS GLASSES | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,5409.5
2020-01-27,Search SKREWBALL PEANUT BUTTER WHISKEY 70 | Proof by Southern Glazer's,4176
2020-01-27,Search CHIVAS REGAL | Proof by Southern Glazer's,14817
2020-01-27,Search CHOPIN POTATO VODKA 80 | Proof by Southern Glazer's,3134
2020-01-27,Search SMIRNOFF STRAWBERRY | Proof by Southern Glazer's,3638
2020-01-27,Search SMIRNOFF WATERMELON | Proof by Southern Glazer's,5662
2020-01-27,Cordials & Liqueurs | Type | Spirits | Proof by Southern Glazer's,2809.1666666666665
2020-01-27,Search SKYFALL VINEYARD | Proof by Southern Glazer's,4983
2020-01-27,THE GLENLIVET SINGLE MALT SCOTCH CODE 96 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2075
2020-01-27,GERARD BERTRAND COTES DU ROUSSILLON LES ASPRES GRAND TERROIR 2011 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1836
2020-01-27,AYINGER UR WEISSE | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1250
2020-01-27,Search BSB | Proof by Southern Glazer's,2067
2020-01-27,HIRAM WALKER PEPPERMINT SCHNAPPS 90 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,4079
2020-01-27,Search EX | Proof by Southern Glazer's,2535
2020-01-27,Search D USSE | Proof by Southern Glazer's,2952
2020-01-27,CHATEAU D'ESCLANS COTES DE PROVENCE ROSE WHISPERING ANGEL 2018 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,904
2020-01-27,JUSTIN SAUVIGNON BLANC CENTRAL COAST 2018 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,725
2020-01-27,Search WILD 101 | Proof by Southern Glazer's,11180
2020-01-27,Search 330189 | Proof by Southern Glazer's,1331
2020-01-27,Search MD 20 | Proof by Southern Glazer's,2997
2020-01-27,Search NAKED TURTLE | Proof by Southern Glazer's,2049
2020-01-27,D'USSE COGNAC VSOP 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2080.5
2020-01-27,PERRIER JOUET CHAMPAGNE BRUT BLASON ROSE | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1075
2020-01-27,RICO BAY LIGHT RUM SUPERIOR 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1976
2020-01-25,Search OFFERMAN EDITION | Proof by Southern Glazer's,1961
2020-01-25,Dessert & Fortified | Wine Types | Wine | Proof by Southern Glazer's,2017.75
