date,page_title,avg_page_load_time
2020-01-03,Search JUAN GIL | Proof by Southern Glazer's,1669
2020-01-03,Search 89742 | Proof by Southern Glazer's,1880
2020-01-03,Search HIBIKI SUNTORY WHISKY 12 YR 86 | Proof by Southern Glazer's,2208
2020-01-03,Search KAHLUA | Proof by Southern Glazer's,1528
2020-01-19,Cordials & Liqueurs | Type | Spirits | Proof by Southern Glazer's,2756
2020-01-19,LA CREMA CHARDONNAY SONOMA COAST 2017 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2552
2020-01-19,Search MYERS | Proof by Southern Glazer's,1439
2020-01-19,Search RUBLE | Proof by Southern Glazer's,1065
2020-01-24,KENDALL JACKSON CHARDONNAY VINTNER'S RESERVE CALIFORNIA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1303
2020-01-24,Search CAYMUS VINEYARDS | Proof by Southern Glazer's,800
2020-01-24,Tequila & Agave | Type | Spirits | Proof by Southern Glazer's,2384.8571428571427
2020-01-24,Ale | Types | Beer & Other | Proof by Southern Glazer's,2392.666666666667
2020-01-24,Search IRONY | Proof by Southern Glazer's,1781
2020-01-24,Search CAPTAIN MORGAN SPICED RUM ORIGINAL 70 | Proof by Southern Glazer's,2107
2020-01-27,Search ANGEL S ENVY | Proof by Southern Glazer's,4720
2020-01-27,Search LEGENT | Proof by Southern Glazer's,1750
2020-01-27,Search BELLETTI | Proof by Southern Glazer's,1021
2020-01-27,Search BAKERS | Proof by Southern Glazer's,2599
2020-01-27,Search LOMBARDO MARSALA | Proof by Southern Glazer's,2399
2020-01-27,Search MALIBU | Proof by Southern Glazer's,2629.333333333333
2020-01-27,CAOL ILA SINGLE MALT SCOTCH 12 YR 86 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,3120
2020-01-27,Search NIKKA | Proof by Southern Glazer's,1706.5
2020-01-27,Search CASAMIGOS MEZCAL | Proof by Southern Glazer's,2281.5
2020-01-27,Search ARMADOR | Proof by Southern Glazer's,6430.5
2020-01-27,Search SUTTERHOME PINO | Proof by Southern Glazer's,2129
2020-01-27,Search FEVER TREE | Proof by Southern Glazer's,5460.5
2020-01-27,Search 344101 | Proof by Southern Glazer's,1118
2020-01-27,Search NICKEL & NICKEL | Proof by Southern Glazer's,2684
2020-01-27,Search RIEDEL CHAMPAGNE FLUTE | Proof by Southern Glazer's,1359.25
2020-01-27,LAURENCE DE VEYRAC SYRAH/CINSAULT ROSE SELECTION PARCELLAIRE PAYS D'OC 2016 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1944
2020-01-27,Search DUCKHORN CAB | Proof by Southern Glazer's,1681
2020-01-27,Search BASIL | Proof by Southern Glazer's,3015
2020-01-27,Search 118695 | Proof by Southern Glazer's,2240
2020-01-27,Search MEDLEY | Proof by Southern Glazer's,2900
2020-01-27,Search BAREFOOT | Proof by Southern Glazer's,1807
2020-01-27,Search JIM BEAM BLACK | Proof by Southern Glazer's,2468
2020-01-25,Search JIM HONEY | Proof by Southern Glazer's,1709
2020-01-25,JAMESON BLENDED IRISH WHISKEY COLD BREW 60 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2399
2020-01-25,Search FERNET BRANCA | Proof by Southern Glazer's,4085
2020-01-25,Search SALDO | Proof by Southern Glazer's,1393
2020-01-25,Search DEWAR | Proof by Southern Glazer's,2742
2020-01-25,CHRISTIAN BROTHERS APPLE FLAVORED BRANDY 70 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,5288
2020-01-25,Search 894937 | Proof by Southern Glazer's,2352
2020-01-25,Search 309209 | Proof by Southern Glazer's,2940
2020-01-25,Search NIGORI | Proof by Southern Glazer's,1029
2020-01-13,TANQUERAY DISTILLED GIN RANGPUR 82.6 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2850
2020-01-13,Search BAKERS | Proof by Southern Glazer's,2169
2020-01-13,TY KU SOJU 48 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,715
2020-01-13,Search FRANZIA | Proof by Southern Glazer's,2179
2020-01-13,WILD TURKEY STRAIGHT BOURBON LONGBRANCH 86 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,3287
2020-01-13,Search TOGUCHI | Proof by Southern Glazer's,2384
2020-01-13,MCAFEE'S BENCHMARK STRAIGHT BOURBON OLD NO. 8 BRAND 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1082
2020-01-13,OBAN SINGLE MALT SCOTCH 14 YR 86 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1738
2020-01-13,Search TIGNANELLO TOSCANA ROSSO 2016 | Proof by Southern Glazer's,2512
2020-01-13,Search NAKED TURTLE | Proof by Southern Glazer's,2188
2020-01-13,Search BULLEIT | Proof by Southern Glazer's,2361.6666666666665
2020-01-13,Search 52377 | Proof by Southern Glazer's,1525
2020-01-13,Search DEKUYPER PEPPERMINT | Proof by Southern Glazer's,2286.5
2020-01-13,Search BANANA | Proof by Southern Glazer's,2716
2020-01-13,Search MALBEC | Proof by Southern Glazer's,5472
2020-01-10,Search JOHNNIE WALKER BLUE | Proof by Southern Glazer's,4697
2020-01-10,Tequila & Agave | Type | Spirits | Proof by Southern Glazer's,6430
2020-01-10,EMPRESS 1908 DRY GIN ORIGINAL INDIGO 85 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1863
2020-01-10,Search REISETBAUER | Proof by Southern Glazer's,2672
2020-01-17,United States | Countries | Spirits | Proof by Southern Glazer's,1602
2020-01-17,Search CAYMUS | Proof by Southern Glazer's,2606.5
2020-01-17,Search BLADE AND BOW STRAIGHT BOURBON 91 | Proof by Southern Glazer's,2948
2020-01-17,Search YELLOW TAIL SPARKLING | Proof by Southern Glazer's,2724
2020-01-17,Search JAMESON | Proof by Southern Glazer's,1237
2020-01-17,Search OZV | Proof by Southern Glazer's,3452
2020-01-17,Search CLASE AZUL | Proof by Southern Glazer's,3113
2020-01-06,Search SVEDKA | Proof by Southern Glazer's,2668.6666666666665
2020-01-06,Search SANTA TERESA | Proof by Southern Glazer's,3119
2020-01-06,CANADIAN CLUB CANADIAN WHISKY 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2761.25
2020-01-06,Search BACARDI 8 YEAR | Proof by Southern Glazer's,1752
2020-01-06,Search MCCLELLAND SPEYSIDE | Proof by Southern Glazer's,1297
2020-01-06,DEKUYPER SOUR APPLE SCHNAPPS PUCKER SIGNATURE SERIES 30 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1475
2020-01-06,Brandy & Cognac | Type | Spirits | Proof by Southern Glazer's,2391.5
2020-01-06,Search MAKERS MARK | Proof by Southern Glazer's,3545.6666666666665
2020-01-06,Search OREGON TERRITORY | Proof by Southern Glazer's,1809
2020-01-06,Search DRAPPIER | Proof by Southern Glazer's,1370
2020-01-06,Search DEKUPER AMARETTO | Proof by Southern Glazer's,3858
2020-01-06,Search MR. BOSTON | Proof by Southern Glazer's,1708
2020-01-06,Search 411449 | Proof by Southern Glazer's,1793
2020-01-06,Search BLANTON S STRAIGHT BOURBON THE ORIGINAL SINGLE BARREL 93 | Proof by Southern Glazer's,3861
2020-01-23,Search BROWN SUGAR BOURBON | Proof by Southern Glazer's,5970
2020-01-23,Sangria | Wine Types | Wine | Proof by Southern Glazer's,2089.5
2020-01-23,Search 412520 | Proof by Southern Glazer's,1303
2020-01-23,Search MOHAWK | Proof by Southern Glazer's,1372
2020-01-23,Search JOSE CUERVO | Proof by Southern Glazer's,5821
2020-01-23,Search 485500 | Proof by Southern Glazer's,4327
2020-01-23,STILLHOUSE COFFEE FLAVORED WHISKEY BLACK BOURBON 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,3576
2020-01-23,Search PRESERVATION BLOODY MARY MIX | Proof by Southern Glazer's,1941
2020-01-23,Search ROKU | Proof by Southern Glazer's,1570.5
2020-01-23,Search DON JULIO ANEJO | Proof by Southern Glazer's,4357
2020-01-23,Search JAM JAR SWEET | Proof by Southern Glazer's,2359
2020-01-23,Search NEILL | Proof by Southern Glazer's,823
2020-01-23,Search 892969 | Proof by Southern Glazer's,1443
2020-01-02,Search CROWN APPLE | Proof by Southern Glazer's,6122
2020-01-02,Search 939969 | Proof by Southern Glazer's,1506
2020-01-02,EL SILENCIO MEZCAL JOVEN ESPADIN 86 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2550.5
2020-01-02,JAGERMEISTER HOT GINGER KRAUTER LIQUEUR CHARAKTER SCHARF 66 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2769
2020-01-02,TEELING BLENDED IRISH WHISKEY SMALL BATCH 92 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,937
2020-01-02,Search PATRON REPOSADO | Proof by Southern Glazer's,2907
2020-01-02,VEUVE CLICQUOT CHAMPAGNE RICH | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1403.3333333333333
2020-01-01,Search Results List Page | Proof by Southern Glazer's,2740.438271604938
2020-01-01,Search JEUNESSE | Proof by Southern Glazer's,1389
2020-01-01,Search ANGEL S ENVY | Proof by Southern Glazer's,4696
2020-01-16,Search BELLE GLOS | Proof by Southern Glazer's,3296
2020-01-16,MAKER'S MARK STRAIGHT BOURBON 90 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1610.6
2020-01-16,Search HIRAM WALKER BLACK RASPBERRY | Proof by Southern Glazer's,2075
2020-01-16,Search BLANTONS | Proof by Southern Glazer's,7457
2020-01-16,Search KORBEL BRUT CHAMPAGNE CALIFORNIA | Proof by Southern Glazer's,2549
2020-01-16,Search HIRSCH | Proof by Southern Glazer's,1991
2020-01-16,Japan | Countries | Spirits | Proof by Southern Glazer's,1704
2020-01-16,Search CIROC | Proof by Southern Glazer's,2143
2020-01-16,ADMIRAL NELSON'S SPICED RUM 70 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1693
2020-01-14,14 HANDS CHARDONNAY WASHINGTON | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1353
2020-01-14,Search TRYST VODKA 80 | Proof by Southern Glazer's,1431
2020-01-14,Search FIREBALL CINNAMON WHISKY 66 DISPENSER | Proof by Southern Glazer's,3968
2020-01-14,Search BRUICHLADDICH | Proof by Southern Glazer's,4565
2020-01-14,Search HENNESY | Proof by Southern Glazer's,3151
2020-01-14,RONRICO GOLD RUM GOLD LABEL 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2470.666666666667
2020-01-14,BOMBAY LONDON DRY GIN SAPPHIRE 94 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2071.5714285714284
2020-01-14,Search EFFEN | Proof by Southern Glazer's,1274
2020-01-14,Search ABSOLUT VODKA 80 | Proof by Southern Glazer's,1838.6666666666667
2020-01-14,Search NEWTON | Proof by Southern Glazer's,3209
2020-01-29,Search MALIBU COCONUT FLAVORED RUM ORIGINAL 42 | Proof by Southern Glazer's,2217.6666666666665
2020-01-29,Search CANADIAN MIST | Proof by Southern Glazer's,3656
2020-01-29,Search PUNT E MES | Proof by Southern Glazer's,18496
2020-01-29,Search FOLIE A DEUX | Proof by Southern Glazer's,1924
2020-01-29,Search BULLEIT | Proof by Southern Glazer's,2476
2020-01-29,BURNETT'S ORANGE FLAVORED VODKA 70 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1304
2020-01-29,JOSE CUERVO TEQUILA GOLD ESPECIAL 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1911.5
2020-01-29,HOUSE WINE CABERNET SAUVIGNON STEAK HOUSE COLUMBIA VALLEY | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1085
2020-01-29,FISH EYE SHIRAZ SOUTH EASTERN AUSTRALIA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1712
2020-01-29,Search 102194 | Proof by Southern Glazer's,1312
2020-01-29,Search 330327 | Proof by Southern Glazer's,1635
2020-01-31,Search BRAULIO AMARO ALPINO 42 | Proof by Southern Glazer's,2198
2020-01-08,JOHNNIE WALKER BLENDED SCOTCH BLUE LABEL MIAMI LIMITED EDITION DESIGN 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2297
2020-01-08,Search 19307 | Proof by Southern Glazer's,1506
2020-01-08,Coffee & Tea | Non-alcoholic Beverages | More | Proof by Southern Glazer's,2546
2020-01-08,Search CAPTAIN MORGAN SPICED RUM ORIGINAL 70 | Proof by Southern Glazer's,2635
2020-01-08,Search MAKERS MARK 46 | Proof by Southern Glazer's,2317
2020-01-08,Cabernet Sauvignon | Varietals | Wine | Proof by Southern Glazer's,4612
2020-01-08,Search MEIOMI CHAR | Proof by Southern Glazer's,2763
2020-01-08,Search OMARA IRISH CREAM | Proof by Southern Glazer's,2908
2020-01-08,Search ABSOLUTE CITRON] | Proof by Southern Glazer's,1860
2020-01-08,LA CREMA CHARDONNAY MONTEREY 2017 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1687
2020-01-08,SANTA RITA 120 RED BLEND RESERVA ESPECIAL CENTRAL VALLEY | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1776
2020-01-11,REDEMPTION STRAIGHT BOURBON BARREL PROOF 9 YR 105.7 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,3091
2020-01-11,Search KRONAN SWEDISH PUNSCH LIQUEUR 52 | Proof by Southern Glazer's,1684
2020-01-11,LILLET APERITIF WINE ROUGE | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,526
2020-01-11,Search HIBIKI | Proof by Southern Glazer's,2651
2020-01-11,Search OTOKO YAMA SAKE | Proof by Southern Glazer's,2812
2020-01-07,Search GNARLY HEAD | Proof by Southern Glazer's,2868
2020-01-07,Search CAVIT | Proof by Southern Glazer's,4055
2020-01-07,Search KAHLUA | Proof by Southern Glazer's,3075.333333333333
2020-01-07,DA LUCA PROSECCO EXTRA DRY | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1266
2020-01-07,Search GARLIC WHISKEY | Proof by Southern Glazer's,4558
2020-01-07,Search CORONA | Proof by Southern Glazer's,2449.3333333333335
2020-01-07,Search WATERMELON | Proof by Southern Glazer's,5412
2020-01-07,Search TEQUILA ROSE | Proof by Southern Glazer's,6386
2020-01-04,Search GIANNI GAGLIARDO | Proof by Southern Glazer's,1605
2020-01-04,FRANGELICO HAZELNUT LIQUEUR 40 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2971
2020-01-04,100 ANOS TEQUILA REPOSADO MADE WITH BLUE AGAVE 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2844
2020-01-04,RIEDEL WINE GLASS EXTREME RESTAURANT CABERNET SAUVIGNON 454/0 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1242
2020-01-21,MAKER'S MARK STRAIGHT BOURBON 90 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2042
2020-01-21,Search PB | Proof by Southern Glazer's,2910
2020-01-21,Search ICEWEIN | Proof by Southern Glazer's,1478
2020-01-21,Search 17890 | Proof by Southern Glazer's,1279.5
2020-01-21,BASIL HAYDEN'S STRAIGHT BOURBON 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1234
2020-01-21,Search FIREBALL CINNAMON WHISKEY 66 PET 12/10PK VALENTINE S | Proof by Southern Glazer's,10531
2020-01-21,Search 471867 | Proof by Southern Glazer's,1714
2020-01-21,Search 59565 | Proof by Southern Glazer's,1570
2020-01-21,Search 330189 | Proof by Southern Glazer's,1350
2020-01-21,Search 364603 | Proof by Southern Glazer's,1363
2020-01-21,THE PRISONER RED WINE NAPA VALLEY 2018 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1942
2020-01-21,Search 29366 | Proof by Southern Glazer's,1238
2020-01-21,Search KAHLUA COFFEE LIQUEUR THE ORIGINAL 40 | Proof by Southern Glazer's,3084.6666666666665
2020-01-21,Search PERNOD RICARD USA | Proof by Southern Glazer's,3293
2020-01-21,Other | Wine Types | Wine | Proof by Southern Glazer's,1784
2020-01-21,Search KAHLUA | Proof by Southern Glazer's,1473
2020-01-21,Search EH | Proof by Southern Glazer's,2342
2020-01-21,Search RUMPLE MINZE PEPPERMINT SCHNAPPS 100 | Proof by Southern Glazer's,2378
2020-01-21,Search FIREBALL | Proof by Southern Glazer's,1676
2020-01-05,ARISTOCRAT VODKA 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1715
2020-01-05,Search LILLET APERITIF WINE BLANC | Proof by Southern Glazer's,1637
2020-01-05,Search COLUMBIA CREST H3 MERLOT | Proof by Southern Glazer's,3120
2020-01-05,MIONETTO PROSECCO TREVISO BRUT PRESTIGE COLLECTION | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1838
2020-01-05,Search PISTACHIO | Proof by Southern Glazer's,2057
2020-01-30,NICOLAS FEUILLATTE CHAMPAGNE BRUT RESERVE EXCLUSIVE W/ GIFT BOX | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,4562
2020-01-30,Search 927443 | Proof by Southern Glazer's,1533
2020-01-30,MARTINI & ROSSI VERMOUTH EXTRA DRY | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,847
2020-01-30,Other Mixers | Cocktail Mixers | More | Proof by Southern Glazer's,2213.6666666666665
2020-01-30,Search JAGERMEISTER | Proof by Southern Glazer's,2311.5
2020-01-30,Search 925331 | Proof by Southern Glazer's,1057
2020-01-30,DAILY'S TRIPLE SEC NON-ALCOHOLIC | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,3868
2020-01-30,Search SCHNAPPS | Proof by Southern Glazer's,1710
2020-01-30,SGWS,1115
2020-01-30,Search APEROL | Proof by Southern Glazer's,1123
2020-01-30,Search CLASSE AZUL | Proof by Southern Glazer's,1453
2020-01-30,Search CHAMPAGNE | Proof by Southern Glazer's,2665
2020-01-30,Search KNOB CREEK | Proof by Southern Glazer's,3003
2020-01-20,United States | Countries | Spirits | Proof by Southern Glazer's,1517
2020-01-20,Search LANGLEY S LONDON DRY GIN NO. 8 83.4 | Proof by Southern Glazer's,2139
2020-01-20,Search JOSH GRATITUDE | Proof by Southern Glazer's,2754
2020-01-20,THE YAMAZAKI SINGLE MALT WHISKY 18 YR 86 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1243
2020-01-20,Search BACARDI 50ML | Proof by Southern Glazer's,1225
2020-01-20,Search BRAIDA | Proof by Southern Glazer's,2650
2020-01-20,MOGEN DAVID CONCORD NEW YORK | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1057
2020-01-20,Search CROWN APPLE | Proof by Southern Glazer's,2258
2020-01-20,Chardonnay | Varietals | Wine | Proof by Southern Glazer's,2735
2020-01-20,Search 480127 | Proof by Southern Glazer's,6901
2020-01-20,Search 90208 | Proof by Southern Glazer's,6755
2020-01-20,Search CREME YVETTE | Proof by Southern Glazer's,1361
2020-01-20,Search MONTELOBOS MEZCAL ARTESANAL JOVEN 86.4 | Proof by Southern Glazer's,4173
2020-01-12,Search BERRINGER ROSE | Proof by Southern Glazer's,4074
2020-01-12,WOODBRIDGE SAUVIGNON BLANC CALIFORNIA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1769
2020-01-12,Search MAKER S MARK | Proof by Southern Glazer's,1127.5
2020-01-12,Search SIERRA NEVADA PALE ALE | Proof by Southern Glazer's,2396
2020-01-12,Search P MASSON | Proof by Southern Glazer's,3062
2020-01-12,Search BACARDI | Proof by Southern Glazer's,2723.2
2020-01-12,SMIRNOFF VODKA 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,959
2020-01-09,Search WHISHPERING ANGLE | Proof by Southern Glazer's,7034.5
2020-01-09,MARTINI & ROSSI VERMOUTH ROSSO | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1240.5
2020-01-09,Search MYERS DARK | Proof by Southern Glazer's,2161
2020-01-09,Search CARDHU | Proof by Southern Glazer's,2798
2020-01-09,Search GILBEYS VODKA | Proof by Southern Glazer's,2858
2020-01-09,STONE CELLARS MERLOT CALIFORNIA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,5137
2020-01-09,Search ROCA PATRON | Proof by Southern Glazer's,2656
2020-01-09,Search BLACK BOX PINOT GRIGIO | Proof by Southern Glazer's,2504
2020-01-09,LUNETTA PROSECCO BRUT | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1133
2020-01-09,Search 288791 | Proof by Southern Glazer's,1473
2020-01-09,FUNF SWEET RED ITALY | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1152.5
2020-01-09,BOMBAY LONDON DRY GIN SAPPHIRE 94 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2744
2020-01-15,VEUVE CLICQUOT CHAMPAGNE BRUT | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1860.3333333333333
2020-01-15,COURVOISIER COGNAC VS 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1677.5
2020-01-15,Search MYERS | Proof by Southern Glazer's,2164
2020-01-15,Search BLUE CURA | Proof by Southern Glazer's,2737
2020-01-15,Search TRAPICHE MALBEC | Proof by Southern Glazer's,1717
2020-01-15,Search TANQUERY | Proof by Southern Glazer's,2703
2020-01-15,Search DEKUYPER APPLE PUCKER | Proof by Southern Glazer's,2090
2020-01-15,Search CROWN ROYAL APPLE FLAVORED WHISKY REGAL APPLE 70 | Proof by Southern Glazer's,2354
2020-01-15,Search COPPOLA | Proof by Southern Glazer's,2031
2020-01-22,FRANCIS COPPOLA MALBEC DIAMOND COLLECTION CELESTIAL BLUE LABEL CALIFORNIA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2338
2020-01-22,Search BIELER | Proof by Southern Glazer's,4218
2020-01-22,Search CASILLERO DEL DIABLO | Proof by Southern Glazer's,3211.5
2020-01-22,Search WOODINVILLE | Proof by Southern Glazer's,1220
2020-01-22,Search 15402 | Proof by Southern Glazer's,1371
2020-01-22,BAREFOOT PINOT GRIGIO CALIFORNIA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1230
2020-01-18,Search BRUGAL | Proof by Southern Glazer's,3387
2020-01-18,ERATH PINOT NOIR OREGON | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1298.75
2020-01-18,GOSLING'S STORMY GINGER BEER FRIDGE PACK | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2091
2020-01-18,ABSOLUT STRAWBERRY FLAVORED VODKA SPECIALTY ABSOLUT JUICE STRAWBERRY EDITION 70 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1777
2020-01-18,Search PATRON CAFE | Proof by Southern Glazer's,1622
2020-01-18,Search KAESLER | Proof by Southern Glazer's,767
2020-01-26,Search MEDLEY | Proof by Southern Glazer's,3344
2020-01-26,LUIGI BOSCA MALBEC TERROIR LOS MIRADORES FINCA LOS MIRADORES TUNUYAN 2017 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1617
2020-01-26,Search JOHNNY WALKER BLUE | Proof by Southern Glazer's,2294
2020-01-26,Search COTES DU | Proof by Southern Glazer's,4430
2020-01-26,Search BENEDICTINE BRANDY LIQUEUR DOM | Proof by Southern Glazer's,2030
2020-01-28,Search BITTERS-NON ALCOHOLIC | Proof by Southern Glazer's,3019
2020-01-28,Non-Alcoholic Beer & Wine | Non-alcoholic Beverages | More | Proof by Southern Glazer's,2310.5
2020-01-28,Search WOODFORD | Proof by Southern Glazer's,2726
2020-01-28,Search 920353 | Proof by Southern Glazer's,1358
2020-01-28,Search CASAMIGOS | Proof by Southern Glazer's,3461
2020-01-28,YELLOW TAIL MOSCATO SOUTH EASTERN AUSTRALIA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1222.6666666666667
2020-01-28,United States | Countries | Beer & Other | Proof by Southern Glazer's,987
2020-01-03,EVAN WILLIAMS EGG NOG ORIGINAL SOUTHERN 30 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2291
2020-01-03,JOSH CELLARS CABERNET SAUVIGNON CALIFORNIA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1689.5
2020-01-03,Search LARCENY | Proof by Southern Glazer's,2863
2020-01-19,JEFFERSON'S STRAIGHT BOURBON RESERVE PRITCHARD HILL CABERNET CASK FINISHED 90.2 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,5362
2020-01-19,CASTELLO DEI RAMPOLLA CHIANTI CLASSICO 2017 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1003
2020-01-19,KIM CRAWFORD SAUVIGNON BLANC MARLBOROUGH | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2461
2020-01-19,Search DAMILANO | Proof by Southern Glazer's,1877
2020-01-19,Search RON LLAVE | Proof by Southern Glazer's,2822
2020-01-19,Search ABSOLUT | Proof by Southern Glazer's,1691.5
2020-01-24,CASAMIGOS TEQUILA BLANCO 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1469
2020-01-24,CANADIAN CLUB CANADIAN WHISKY 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1895.6
2020-01-24,Search JACK DANIEL | Proof by Southern Glazer's,2850
2020-01-24,Search BOMBAY | Proof by Southern Glazer's,1770
2020-01-24,Search JIM BEAM | Proof by Southern Glazer's,2865
2020-01-27,Search STRAWBERRY LIQUORS | Proof by Southern Glazer's,1767
2020-01-27,Search EXOTICO | Proof by Southern Glazer's,4628.5
2020-01-27,Search OLD OVERHOLT | Proof by Southern Glazer's,3224
2020-01-27,Search BULLEIT | Proof by Southern Glazer's,4204
2020-01-27,Search TIO PEPE | Proof by Southern Glazer's,9479
2020-01-27,RUFFINO EXTRA DRY ROSE ITALY | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1588
2020-01-27,PATZ & HALL CHARDONNAY RUSSIAN RIVER VALLEY 2016 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,986
2020-01-27,Search SMIRNOFF CITRUS | Proof by Southern Glazer's,1959
2020-01-27,LUXARDO MARASCHINO ORIGINALE 64 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2360
2020-01-25,CROWN ROYAL PEACH FLAVORED WHISKY 70 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2932
2020-01-25,Search OLEMA | Proof by Southern Glazer's,3190
2020-01-25,Search ABERFELDY SINGLE MALT SCOTCH 21 YR 80 | Proof by Southern Glazer's,2861
2020-01-25,Search STONEGATE | Proof by Southern Glazer's,1639.5
2020-01-25,TORRES BRANDY JAIME I RESERVA DE LA FAMILIA 30 YR 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,3750
2020-01-25,BACARDI STRAWBERRY DAIQUIRI CLASSIC COCKTAILS 30 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,3286.5
2020-01-25,COLINA COLADA RON CON HORCHATA LIQUEUR 29 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2315
2020-01-25,Search 442822 | Proof by Southern Glazer's,3166
2020-01-25,MIONETTO PROSECCO TREVISO BRUT PRESTIGE COLLECTION | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,5116
2020-01-13,DEWAR'S BLENDED SCOTCH WHITE LABEL 80 | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,2232.5
2020-01-13,Search BRUNELLO DI MONTALCINO | Proof by Southern Glazer's,4967
2020-01-13,CONUNDRUM RED WINE CALIFORNIA | VariantValueCategory | VariantCategory | Proof by Southern Glazer's,1534
2020-01-13,Search COINTREAU | Proof by Southern Glazer's,6045
2020-01-13,Search MCCORMICK | Proof by Southern Glazer's,4224
2020-01-13,Search GINGER BEER | Proof by Southern Glazer's,2929
2020-01-13,Search VIDA SAN LUIS | Proof by Southern Glazer's,3950
