	MANDT	AUFNR				POSNR		PSOBS	QUNUM	QUPOS	PROJN				PLNUM	STRMP	ETRMP	KDAUF	KDPOS	KDEIN	BESKZ	PSAMG	PSMNG	WEMNG	IAMNG	AMEIN	MEINS
	001	25003660808				0001		E		000	FP.590434.R.BA.AL				1082132951	10/07/2019	09/30/2019		000000	0000		           0.000	           1.000	           1.000	            0.000	PC	PC
	001	25003660815				0001		E		000	EP.590430.F.R.BA.S3				1083278747	10/07/2019	09/30/2019		000000	0000		           0.000	           1.000	           1.000	            0.000	PC	PC
	001	25003797670				0001		E		000	FD.LNZC01.D.07.01					01/29/2020	00/00/0000		000000	0000		           0.000	           1.000	           0.000	            0.000	PC	PC
	001	30100126835				0001		E		000						00/00/0000	00/00/0000		000000	0000		           0.000	           1.000	           0.000	            0.000	PC	PC
	001	40000046760				0001		E		000	ED.440005.D.M1.21.D					00/00/0000	00/00/0000		000000	0000		           0.000	           1.000	           0.000	            0.000
	001	40000056737				0001		E		000	DQ.H145CC.3.21.11					00/00/0000	00/00/0000		000000	0000		           0.000	           1.000	           0.000	            0.000
	001	40000056740				0001		E		000	DQ.H145CC.5.21.11					00/00/0000	00/00/0000		000000	0000		           0.000	           1.000	           0.000	            0.000
	001	40000056743				0001		E		000	DQ.H145CC.7.11.11					00/00/0000	00/00/0000		000000	0000		           0.000	           1.000	           0.000	            0.000
	001	40000056746				0001		E		000	DQ.H145CC.9.32.11					00/00/0000	00/00/0000		000000	0000		           0.000	           1.000	           0.000	            0.000
	001	457100022435				0001		E		000					467777471	06/27/2014	06/11/2014		000000	0000		           0.000	           1.000	           1.000	            0.000	PC	PC
	001	457100036637				0001		E		000					884334907	02/21/2018	02/06/2018		000000	0000		           0.000	           1.000	           1.000	            0.000	PC	PC
	001	457100036662				0001		E		000					883972463	02/16/2018	02/01/2018		000000	0000		           0.000	           8.000	           0.000	            0.000	PC	PC
	001	557100093618				0001		E		000	BP.710231.R.BA.ST				469846889	06/23/2014	06/05/2014		000000	0000		           0.000	           1.000	           1.000	            0.000	PC	PC
	001	557100093842				0001		E		000	BP.710231.R.BA.ST				466031748	06/16/2014	06/02/2014		000000	0000		           0.000	           1.000	           1.000	            0.000	PC	PC
	001	557100093852				0001		E		000	BP.710231.R.CU.ST				469847010	06/23/2014	06/05/2014		000000	0000		           0.000	           1.000	           1.000	            0.000	PC	PC
	001	557100093861				0001		E		000	BP.710231.R.CU.ST				469847136	07/02/2014	06/16/2014		000000	0000		           0.000	           1.000	           1.000	            0.000	PC	PC
	001	557100093922				0001		E		000	BP.710231.R.BA.ST				464060411	07/04/2014	06/18/2014		000000	0000		           0.000	           1.000	           1.000	            0.000	PC	PC
	001	557100095779				0001		E		000	BP.710222.R.BA.ST				471772978	08/26/2014	08/12/2014		000000	0000		           0.000	           1.000	           1.000	            0.000	PC	PC
	001	557100095787				0001		E		000	BP.710222.R.BA.ST				472835222	08/21/2014	08/07/2014		000000	0000		           0.000	           1.000	           1.000	            0.000	PC	PC
	001	557100095788				0001		E		000	BP.710222.R.IN				471773141	07/16/2014	07/02/2014		000000	0000		           0.000	           1.000	           1.000	            0.000	PC	PC
	001	557100095795				0001		E		000	BP.710222.R.BA.ST				471773224	08/26/2014	08/12/2014		000000	0000		           0.000	           1.000	           1.000	            0.000	PC	PC
	001	557100095797				0001		E		000	BP.710222.R.BA.ST				471773241	08/26/2014	08/12/2014		000000	0000		           0.000	           1.000	           1.000	            0.000	PC	PC
	001	557100096992				0001		E		000	BP.710183.R.BA.ST					00/00/0000	00/00/0000		000000	0000		           0.000	           1.000	           0.000	            0.000	PC	PC
